,imdb_title_id,title,original_title,year,DATE,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,CPI_Multiplier,budget_adj,genre2,oscar,oscar2
7515,tt1179933,10 Cloverfield Lane,10 Cloverfield Lane,2016,2016,"Action, Drama, Horror",103,USA,English,Dan Trachtenberg,"Josh Campbell, Matthew Stuecken",Paramount Pictures,"John Goodman, Mary Elizabeth Winstead, John Gallagher Jr., Douglas M. Griffin, Suzanne Cryer, Bradley Cooper, Sumalee Montano, Frank Mottek","After getting in a car accident, a woman is held in a shelter with two men, who claim the outside world is affected by a widespread chemical attack.",7.2,283194,15000000,72082998,$ 110216998,76.0,751.0,521.0,1.1524751039579062,17.28712655936859,Horror,True,True
7520,tt1185416,La fontana dell'amore,When in Rome,2010,2010,"Comedy, Romance",91,USA,"English, Italian, Ukrainian",Mark Steven Johnson,"David Diamond, David Weissman",Touchstone Pictures,"Kristen Bell, Josh Duhamel, Anjelica Huston, Danny DeVito, Will Arnett, Jon Heder, Dax Shepard, Alexis Dziena, Kate Micucci, Peggy Lipton, Luca Calvani, Keir O'Donnell, Bobby Moynihan, Kristen Schaal, Judith Malina","Beth is a young, ambitious New Yorker who is completely unlucky in love. However, on a whirlwind trip to Rome, she impulsively steals some coins from a reputed fountain of love, and is then aggressively pursued by a band of suitors.",5.6,59471,55000000,32680633,$ 43053376,25.0,96.0,151.0,1.2684479244872209,69.76463584679715,Comedy,True,True
7522,tt1185834,Star Wars: The Clone Wars,Star Wars: The Clone Wars,2008,2008,"Animation, Action, Adventure",98,USA,English,Dave Filoni,"Henry Gilroy, Steven Melching",Lucasfilm Animation,"Matt Lanter, Ashley Eckstein, James Arnold Taylor, Dee Bradley Baker, Tom Kane, Nika Futterman, Ian Abercrombie, Corey Burton, Catherine Taber, Matthew Wood, Kevin Michael Richardson, David Acord, Samuel L. Jackson, Anthony Daniels, Christopher Lee","After the Republic's victory on Christophsis, Anakin and his new apprentice Ahsoka Tano must rescue the kidnapped son of Jabba the Hutt. Political intrigue complicates their mission.",5.9,55692,8500000,35161554,$ 68282844,35.0,266.0,218.0,1.2849586782257763,10.922148764919099,Action,True,True
7525,tt1189340,The Lincoln Lawyer,The Lincoln Lawyer,2011,2011,"Crime, Drama, Thriller",118,USA,English,Brad Furman,"John Romano, Michael Connelly",Lionsgate,"Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy, Josh Lucas, John Leguizamo, Michael Peña, Bob Gunton, Frances Fisher, Bryan Cranston, Trace Adkins, Laurence Mason, Margarita Levieva, Pell James, Shea Whigham",A lawyer defending a wealthy man begins to believe his client is guilty of more than just one crime.,7.3,209759,40000000,58009200,$ 86752352,63.0,261.0,284.0,1.2297214279983357,49.188857119933424,Thriller,True,True
7529,tt1190080,2012,2012,2009,2009,"Action, Adventure, Sci-Fi",158,USA,"English, French, Tibetan, Mandarin, Russian, Hindi, Portuguese, Latin, Italian, Spanish",Roland Emmerich,"Roland Emmerich, Harald Kloser",Columbia Pictures,"John Cusack, Amanda Peet, Chiwetel Ejiofor, Thandie Newton, Oliver Platt, Tom McCarthy, Woody Harrelson, Danny Glover, Liam James, Morgan Lily, Zlatko Buric, Beatrice Rosen, Alexandre Haussmann, Philippe Haussmann, Johann Urb",A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.,5.8,347291,200000000,166112167,$ 791217826,49.0,1182.0,230.0,1.289321610644884,257.86432212897677,Action,True,True
7530,tt1190536,Black Dynamite,Black Dynamite,2009,2010,"Action, Comedy",84,USA,English,Scott Sanders,"Michael Jai White, Byron Minns",Destination Films,"Phyllis Applegate, Obba Babatundé, William Bassett, Troy Lindsey Brown, Fredella Calloway, Cheryl Carter, Juka Ceesay, Kevin Chapman, Tommy Davidson, Lucky Davis, Nicholas Earley, Richard Edson, Jason Jack Edwards, Jon Kent Ethridge, Mary Evans","Black Dynamite is the greatest African-American action star of the 1970s. When his only brother is killed by The Man, it's up to him to find justice.",7.4,45081,2900000,242578,$ 296557,65.0,107.0,175.0,1.2684479244872209,3.6784989810129405,Comedy,True,True
7532,tt1190617,An American Carol,An American Carol,2008,2008,"Comedy, Fantasy",83,USA,English,David Zucker,"David Zucker, Myrna Sokoloff",Mpower American Carol Holding,"Trace Adkins, Brandon Alter, Chriss Anglin, Geoffrey Arend, Scott Bailey, Dana Lyn Baron, Mark Vafiades, Morgan Beck, Julian Berlin, Randall Bosley, Joanne Bowland, Cocoa Brown, Vicki Browne, Mary Castro, Gary Coleman",An anti-American filmmaker who's out to abolish the July Fourth holiday is visited by three ghosts who try to change his perception of the country.,4.1,9318,20000000,7013191,$ 7013191,20.0,215.0,46.0,1.2849586782257763,25.699173564515522,Comedy,False,False
7536,tt1192628,Rango,Rango,2011,2011,"Animation, Adventure, Comedy",107,USA,English,Gore Verbinski,"John Logan, John Logan",Paramount Pictures,"Johnny Depp, Isla Fisher, Abigail Breslin, Ned Beatty, Alfred Molina, Bill Nighy, Stephen Root, Harry Dean Stanton, Timothy Olyphant, Ray Winstone, Ian Abercrombie, Gil Birmingham, James Ward Byrkit, Claudia Black, Blake Clark","Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.",7.2,231174,135000000,123477607,$ 245724603,75.0,404.0,378.0,1.2297214279983357,166.01239277977533,Comedy,True,True
7537,tt1193138,Tra le nuvole,Up in the Air,2009,2010,"Comedy, Drama, Romance",109,USA,English,Jason Reitman,"Walter Kirn, Jason Reitman",Paramount Pictures,"George Clooney, Vera Farmiga, Anna Kendrick, Jason Bateman, Amy Morton, Melanie Lynskey, J.K. Simmons, Sam Elliott, Danny McBride, Zach Galifianakis, Chris Lowell, Steve Eastin, Marvin Young, Cut Chemist, Adrienne Lamping","Ryan Bingham enjoys living out of a suitcase for his job, travelling around the country firing people, but finds that lifestyle threatened by the presence of a potential love interest, and a new hire.",7.4,314279,25000000,83823381,$ 166842739,83.0,523.0,413.0,1.2684479244872209,31.711198112180522,Comedy,True,True
7540,tt1193631,Step Up 3D,Step Up 3D,2010,2010,"Drama, Music, Romance",107,USA,English,Jon M. Chu,"Amy Andelson, Emily Meyer",Summit Entertainment,"Rick Malambri, Adam Sevani, Sharni Vinson, Alyson Stoner, Keith Stallworth, Kendra Andrews, Stephen Boss, Martín Lombard, Facundo Lombard, Oren Michaeli, Joe Slaughter, Daniel 'Cloud' Campos, Aja George, Straphanio 'Shonnie' Solomon, Terence Dickson",A tight-knit group of New York City street dancers find themselves pitted against the world's best hip hop dancers in a high-stakes showdown.,6.2,55115,30000000,42400223,$ 159291809,45.0,89.0,144.0,1.2684479244872209,38.05343773461663,Romance,False,False
7547,tt1197624,Giustizia privata,Law Abiding Citizen,2009,2010,"Action, Crime, Drama",109,USA,English,F. Gary Gray,Kurt Wimmer,G-BASE,"Jamie Foxx, Gerard Butler, Colm Meaney, Bruce McGill, Leslie Bibb, Michael Irby, Gregory Itzin, Regina Hall, Emerald-Angel Young, Christian Stolte, Annie Corley, Richard Portnow, Viola Davis, Michael Kelly, Josh Stewart",A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free.,7.4,266764,50000000,73357727,$ 127944208,34.0,562.0,229.0,1.2684479244872209,63.422396224361044,Action,True,True
7548,tt1197628,Observe and Report,Observe and Report,2009,2009,"Comedy, Crime, Drama",86,USA,English,Jody Hill,Jody Hill,De Line Pictures,"Seth Rogen, Ray Liotta, Michael Peña, Anna Faris, Dan Bakkedahl, Jesse Plemons, John Yuan, Matt Yuan, Celia Weston, Collette Wolfe, Randy Gambill, Alston Brown, Cody Midthunder, Debra-Jayne Brown, Aziz Ansari","Bi-polar mall security guard Ronnie Barnhardt is called into action to stop a flasher from turning shopper's paradise into his personal peep show. But when Barnhardt can't bring the culprit to justice, a surly police detective is recruited to close the case.",5.8,60305,18000000,24007324,$ 26973554,54.0,274.0,197.0,1.289321610644884,23.207788991607913,Comedy,False,False
7550,tt1198138,Obsessed - Passione fatale,Obsessed,2009,2009,"Drama, Romance, Thriller",108,USA,English,Steve Shill,David Loughery,Screen Gems,"Idris Elba, Beyoncé, Ali Larter, Jerry O'Connell, Bonnie Perlman, Christine Lahti, Nathan Myers, Nicolas Myers, Matthew Humphreys, Scout Taylor-Compton, Richard Ruccolo, Bryan Ross, Nelson Mashita, Bruce McGill, Ron Roggé","A successful asset manager, who has just received a huge promotion, is blissfully happy in his career and in his marriage. But when a temp worker starts stalking him, all the things he's worked so hard for are placed in jeopardy.",5.0,28997,20000000,68261644,$ 73830347,25.0,181.0,108.0,1.289321610644884,25.786432212897676,Thriller,True,True
7556,tt1201167,Funny People,Funny People,2009,2009,"Comedy, Drama",146,USA,English,Judd Apatow,Judd Apatow,Universal Pictures,"Adam Sandler, Seth Rogen, Leslie Mann, Eric Bana, Jonah Hill, Jason Schwartzman, Aubrey Plaza, Maude Apatow, Iris Apatow, RZA, Aziz Ansari, Torsten Voges, Allan Wasserman, Rod Man, Wayne Federman","When seasoned comedian George Simmons learns of his terminal, inoperable health condition, his desire to form a genuine friendship causes him to take a relatively green performer under his wing as his opening act.",6.3,113065,75000000,51855045,$ 71585235,60.0,335.0,237.0,1.289321610644884,96.6991207983663,Comedy,True,False
7559,tt1204342,I Muppet,The Muppets,2011,2012,"Adventure, Comedy, Family",120,USA,English,James Bobin,"Jason Segel, Nicholas Stoller",Walt Disney Pictures,"Jason Segel, Amy Adams, Chris Cooper, Rashida Jones, Steve Whitmire, Eric Jacobson, Dave Goelz, Bill Barretta, David Rudman, Matt Vogel, Peter Linz, Alan Arkin, Bill Cobbs, Zach Galifianakis, Ken Jeong",A Muppet fanatic with some help from his 2 human compatriots must regroup the Muppet gang to stop an avaricious oil mogul from taking down one of their precious life-longing treasures.,7.1,86116,45000000,88631237,$ 165184237,75.0,258.0,406.0,1.2047264047003363,54.212688211515136,Family,True,True
7560,tt1204975,Last Vegas,Last Vegas,2013,2014,"Comedy, Drama",105,USA,English,Jon Turteltaub,Dan Fogelman,CBS Films,"Michael Douglas, Robert De Niro, Morgan Freeman, Kevin Kline, Mary Steenburgen, Jerry Ferrara, Romany Malco, Roger Bart, Joanna Gleason, Michael Ealy, Bre Blair, April Billingsley, Stephen Scott Scarpulla, Andrea Moore, Noah Harden",Four friends take a break from their day-to-day lives to throw a bachelor party in Las Vegas for their last remaining single pal.,6.6,126219,28000000,63914167,$ 134409025,48.0,201.0,229.0,1.168387759236434,32.71485725862016,Comedy,True,True
7561,tt1204977,Ouija,Ouija,2014,2015,"Horror, Mystery, Thriller",89,USA,English,Stiles White,"Juliet Snowden, Stiles White",Universal Pictures,"Olivia Cooke, Ana Coto, Daren Kagasoff, Bianca A. Santos, Douglas Smith, Shelley Hennig, Sierra Heuermann, Sunny May Allison, Lin Shaye, Claudia Katz Minnick, Vivis Colombetti, Robyn Lively, Matthew Settle, Afra Sophia Tully, Claire Beale",A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.,4.5,46883,5000000,50856010,$ 103687316,38.0,201.0,205.0,1.1670049784018754,5.835024892009377,Horror,False,False
7570,tt1210042,Brooklyn's Finest,Brooklyn's Finest,2009,2010,"Action, Crime, Drama",132,USA,English,Antoine Fuqua,Michael C. Martin,Millennium Films,"Richard Gere, Don Cheadle, Ethan Hawke, Wesley Snipes, Will Patton, Lili Taylor, Michael Kenneth Williams, Brían F. O'Byrne, Shannon Kane, Ellen Barkin, Vincent D'Onofrio, Wass Stevens, Armando Riesco, Wade Allain-Marcus, Logan Marshall-Green",Three unconnected Brooklyn cops wind up at the same deadly location after enduring vastly different career paths.,6.7,60245,17000000,27163593,$ 45719985,43.0,156.0,168.0,1.2684479244872209,21.563614716282753,Action,True,True
7572,tt1210166,L'arte di vincere,Moneyball,2011,2012,"Biography, Drama, Sport",133,USA,English,Bennett Miller,"Steven Zaillian, Aaron Sorkin",Columbia Pictures,"Brad Pitt, Jonah Hill, Philip Seymour Hoffman, Robin Wright, Chris Pratt, Stephen Bishop, Reed Diamond, Brent Jennings, Ken Medlock, Tammy Blanchard, Jack McGee, Vyto Ruginis, Nick Searcy, Glenn Morshower, Casey Bond",Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,7.6,354575,50000000,75605492,$ 110206216,87.0,417.0,442.0,1.2047264047003363,60.23632023501681,Drama,True,True
7574,tt1210819,The Lone Ranger,The Lone Ranger,2013,2013,"Action, Adventure, Comedy",150,USA,"English, North American Indian",Gore Verbinski,"Justin Haythe, Ted Elliott",Walt Disney Pictures,"Johnny Depp, Armie Hammer, William Fichtner, Tom Wilkinson, Ruth Wilson, Helena Bonham Carter, James Badge Dale, Bryant Prince, Barry Pepper, Mason Cook, JD Cullum, Saginaw Grant, Harry Treadaway, James Frain, Joaquín Cosio","Native American warrior Tonto recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice.",6.4,218067,215000000,89302115,$ 260502115,37.0,770.0,467.0,1.187316768844465,255.27310530155998,Comedy,True,True
7575,tt1211837,Doctor Strange,Doctor Strange,2016,2016,"Action, Adventure, Fantasy",115,USA,English,Scott Derrickson,"Jon Spaihts, Scott Derrickson",Marvel Studios,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong, Mads Mikkelsen, Tilda Swinton, Michael Stuhlbarg, Benjamin Bratt, Scott Adkins, Zara Phythian, Alaa Safi, Katrina Durden, Topo Wresniwiro, Umit Ulgen, Linda Louise Duan","While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.",7.5,578675,165000000,232641920,$ 677718395,72.0,961.0,584.0,1.1524751039579062,190.15839215305454,Action,True,True
7577,tt1211956,Escape Plan - Fuga dall'inferno,Escape Plan,2013,2013,"Action, Thriller",115,USA,"English, German, Arabic, Urdu",Mikael Håfström,"Miles Chapman, Jason Keller",Summit Entertainment,"Sylvester Stallone, Arnold Schwarzenegger, Jim Caviezel, Faran Tahir, Amy Ryan, Sam Neill, Vincent D'Onofrio, Vinnie Jones, Matt Gerald, 50 Cent, Caitriona Balfe, David Joseph Martinez, Alec Rayme, Christian Stokes, Graham Beckel","When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside.",6.7,223688,50000000,25135965,$ 137328301,49.0,339.0,304.0,1.187316768844465,59.36583844222325,Action,True,True
7580,tt1212419,Hereafter,Hereafter,2010,2011,"Drama, Fantasy, Romance",129,USA,"English, French, German",Clint Eastwood,Peter Morgan,Warner Bros.,"Cécile de France, Thierry Neuvic, Cyndi Mayo, Lisa Griffiths, Jessica Griffiths, Ferguson Reid, Derek Sakakura, Jay Mohr, Richard Kind, Matt Damon, Charlie Creed-Miles, Frankie McLaren, George McLaren, Lyndsey Marshal, Rebekah Staton","A drama centered on three people - a blue-collar American, a French journalist and a London school boy - who are touched by death in different ways.",6.4,89563,50000000,32746941,$ 106956330,56.0,352.0,326.0,1.2297214279983357,61.48607139991678,Romance,True,True
7581,tt1212428,Civiltà perduta,The Lost City of Z,2016,2017,"Biography, Drama, History",141,USA,"English, Portuguese, Tupi, Spanish, German",James Gray,"James Gray, David Grann",Keep Your Head,"Charlie Hunnam, Robert Pattinson, Sienna Miller, Tom Holland, Edward Ashley, Angus Macfadyen, Ian McDiarmid, Clive Francis, Pedro Coello, Matthew Sunderland, Johann Myers, Aleksandar Jovanovic, Elena Solovey, Bobby Smalldridge, Tom Mulheron","A true-life drama, centering on British explorer Major Percival Fawcett, who disappeared whilst searching for a mysterious city in the Amazon in the 1920s.",6.6,76112,30000000,8580410,$ 19263938,78.0,254.0,284.0,1.1284147620375231,33.852442861125695,Drama,False,False
7582,tt1212436,"Piacere, sono un po' incinta",The Back-up Plan,2010,2010,"Comedy, Romance",104,USA,English,Alan Poul,Kate Angelo,CBS Films,"Jennifer Lopez, Alex O'Loughlin, Michaela Watkins, Eric Christian Olsen, Anthony Anderson, Noureen DeWulf, Melissa McCarthy, Tom Bosley, Maribeth Monroe, Danneel Ackles, Robert Klein, Linda Lavin, Carlease Burke, Amy Block, Jennifer Elise Cox","A woman conceives twins through artificial insemination, then meets the man of her dreams on the very same day.",5.4,47803,35000000,37490007,$ 77477008,34.0,105.0,149.0,1.2684479244872209,44.395677357052726,Comedy,True,False
